address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"36, 80 Feet Road, Indiranagar, Bangalore",Lazy Suzy,Yes,Yes,4.3,1258,080 49652565,Indiranagar,"Cafe, Bakery","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","1,000"
"280, Amarjyothi Layout, Opposite DELL, Inner Ring Road, Domlur, Bangalore",Loveshack,No,Yes,4.0,1806,"080 40959154
+91 9900034528",Domlur,"Lounge, Cafe","Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","Continental, Pizza, North Indian, Goan, Cafe","1,600"
"2019, 100 Feet Road, Indiranagar, Bangalore",Chai Days,Yes,No,4.5,132,080 49652841,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200
"172, 2nd Cross Road, Off Indiranagar Double Road, Indiranagar",Tea Brew,Yes,No,4.1,1157,"080 41715878
+91 9538612243",Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Hot Chocolate","Cafe, Continental, Momos, Italian, North Indian",500
"26, ESI Hospital Road, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Infinitea Tea Room & Tea Store,Yes,Yes,4.3,771,"+91 9740195375
080 41514100",Indiranagar,"Casual Dining, Cafe","Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea","Continental, Cafe, Desserts, Salad, Momos","1,000"
"621/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Waffle Magic,No,No,4.2,592,080 45128813,Indiranagar,Cafe,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel","Cafe, Desserts",700
"2286/B, 1st Cross, 14th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",The Ants Cafe & Store,Yes,Yes,3.9,1387,"+91 7204701157
080 41715639",Indiranagar,Cafe,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino","Cafe, Italian, Fast Food",800
"2985, 1st Floor,12th Main, HAL 2nd stage, Indiranagar, Bangalore",Smally's Resto Cafe,Yes,No,4.1,424,"080 48149349
+91 7829066633",Indiranagar,Cafe,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate","Cafe, Italian, Burger, American, Steak",650
"Indiranagar, Bangalore",Gobble Up Churros Cafe,Yes,No,4.3,379,"+91 9108258223
+91 9611103499",Indiranagar,Dessert Parlor,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas","Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",400
"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Django,Yes,Yes,4.0,220,"+91 7618789640
+91 7618789641",Indiranagar,Quick Bites,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger","Beverages, Italian, Pizza, Burger",800
"2985, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Tata Cha,Yes,No,3.9,681,18001208242,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500
"314, 6th Main, Defence Colony, 2nd stage, Indiranagar, Bangalore",Eddy's Cafe,Yes,No,4.1,142,+91 6361292968,Indiranagar,Cafe,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread","Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750
"776, Near ING Vysa Bank, 100 Feet Road, Indiranagar, Bangalore",Lakeview Milkbar,No,No,2.9,544,"080 25200443
+91 9945785031",Indiranagar,"Dessert Parlor, Cafe","Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake","Fast Food, Desserts, Cafe",600
"788, HAL 2nd Stage, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",Costa Coffee,No,No,3.8,211,"+91 7899364709
+91 8105082661",Indiranagar,Cafe,"Cappuccino, Sausage Roll, Chicken Sandwich, Chocolate Muffin, Hot Chocolate, Hot Coffee, Americano",Cafe,500
"1210, Park Avenue Building, 100 Feet Road, Indiranagar, Bangalore",Raenss Cafe,Yes,No,2.4,128,"080 41133234
080 49594650",Indiranagar,Cafe,"Burgers, Hot Dog, Coffee, Noodles, Hot Chocolate, Sandwich, Double Choco Mocha","Cafe, Fast Food",600
"3, Lazer Tag Castle, 80 Feet Road, Indiranagar, Bangalore",Cross Roads Cafe,No,No,3.0,59,+91 9036547262,Indiranagar,Cafe,"Mojito, Fajitas","Cafe, Italian, Tex-Mex, Fast Food, Burger",500
"A.T.R Complex, Old Airport Road, Bangalore",BOX8- Desi Meals,Yes,No,4.3,464,022 33552698,Old Airport Road,"Takeaway, Delivery","Sandwiches, Chocolava, Salads, Rajma, Halwa, Biryani, Chicken Curry","North Indian, Mughlai, Fast Food",500
"6th Cross Road, HAL 2nd Stage, Old Airport Road, Bangalore",Shanmukha,Yes,No,3.8,149,+91 8660936749,Old Airport Road,Casual Dining,"Fish, Chicken Curry, Paneer Biryani, Basmati Rice, Baby Corn Masala","Biryani, Andhra, North Indian, Chinese",800
"Shri Krishna Temple Road, Stage 1, Indiranagar, Bangalore",FreshMenu,Yes,No,3.8,1093,080 49652957,East Bangalore,Delivery,"Salads, Burgers, Sandwiches, Pizza, Pasta, Fish, Salad","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450
"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",A 1 Pizza and Food,Yes,No,2.8,215,"074 06949718
080 43715041",Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300
"1st Floor, Above Photo Studio, 10th Main, Jeevan Bhima Nagar, Bangalore",Chandni Chowk 2 Bangalore,Yes,No,4.2,252,080 43722489,Jeevan Bhima Nagar,Quick Bites,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun","North Indian, Rolls",400
"954, 12th Main Road, HAL 2nd Stage, Appareddipalya, Indiranagar, Bangalore",XO Belgian Waffle,Yes,No,4.4,95,+91 7019299769,Indiranagar,Dessert Parlor,"Chocolate Waffles, Hot Chocolate, Nutella Waffle, Vanilla Ice Cream, Thick Shakes, Kit Kat Shake, Banana Caramel","Desserts, Beverages",400
"5, 80 Feet Road,1st Stage, H Colony, Indiranagar, Bangalore",Dal Roti Sabji,Yes,No,4.1,86,+91 9945531454,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150
"9, 10th Main, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Red Kitchen,Yes,No,3.4,154,+91 7892154893,Jeevan Bhima Nagar,Quick Bites,"Biryani, Chicken Kebab","North Indian, South Indian, Chinese",200
"144, Ramaiah Street, Between Diamond District & Anjaneya Tech Park, HAL, Old Airport Road, Bangalore",Gurukrupa Paratha House,Yes,No,3.9,644,080 71967783,Old Airport Road,Quick Bites,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani","North Indian, Chinese",400
"M-22, Ground Floor, Jeevan Bhima Nagar, Bangalore",Sree Spicy Hub,Yes,No,3.9,234,080 49652135,Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab","Andhra, Biryani, South Indian",600
"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Pathaan Sir,Yes,No,3.3,55,080 41440844,Indiranagar,Quick Bites,Rolls,"Fast Food, Momos, Rolls",250
"667, 1st Floor, Devappa Building, Opposite New Panjabi Hotel Old Airport Road, Bangalore",Zawaa Foods,Yes,No,3.4,42,+91 7042297799,Old Airport Road,Quick Bites,"Biryani, Thali","Continental, South Indian, North Indian, Arabian",400
"Shop L 10, Opposite NAL Quarters Gate, Jeevan Bhima Nagar Main Road, Bangalore",Bharpur Aahar,Yes,No,3.9,419,+91 6360538469,Jeevan Bhima Nagar,Quick Bites,Biryani,"North Indian, Chinese",200
"Opposite Sapna Book Mall, 80 Feet Road, Indiranagar, Bangalore",Chakum Chukum Calcutta On A Roll,Yes,No,2.8,94,"+91 8041243691
+91 8042115536",Indiranagar,Quick Bites,"Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll","Fast Food, Rolls",400
"8, Kempanna Road, Vignan Nagar, New Thippasandra, Thippasandra, Bangalore",Kabab Souq,Yes,No,3.8,315,+91 9008050021,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400
"3038, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Chowpatty,Yes,No,3.9,929,"+91 9916820043
080 48908122",Indiranagar,Quick Bites,"Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali","North Indian, Fast Food, Street Food",300
"101, 1st Floor, 3rd Cross, Narayana Reddy Layout, 80 Feet Road, Koramangala 6th Block, Bangalore",Midnight Mania,Yes,No,4.0,731,080 43005560,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Margherita Pizza","Pizza, Italian, Beverages",700
"737/1, Kohinoor Square, Malleshpalya Main Road, New Thippasandra Post, Kaggadasapura, Bangalore",Punjabi Tandoor,Yes,No,3.6,251,"+91 8884449928
+91 9466423466",Kaggadasapura,Casual Dining,"Lassi, Tandoori Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Paneer Manchurian, Egg Curry","North Indian, Chinese",700
"513, First Floor, 10th Main Road, Jeevan Bhima Nagar, Bangalore",Chakh Le Foods,Yes,Yes,3.4,258,080 49653057,Jeevan Bhima Nagar,Casual Dining,"Fish, Aloo Posto","North Indian, Mughlai, Bengali, Chinese",500
"HAL Airport Road, Old Airport Road, Bangalore",Behrouz Biryani,Yes,No,4.0,88,"+91 7022984978
+91 7022984977",Old Airport Road,Delivery,"Biryani, Gulab Jamun, Raita",Biryani,650
"L-14, H.A.L, 3rd Stage, Opposite NAL Backgate, Jeevan Bhima Nagar, Bangalore",Sagar Deluxe,Yes,No,3.4,161,"+91 7619246476
+91 9964837573",Jeevan Bhima Nagar,Quick Bites,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese",350
"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Delite Chaat House,Yes,No,4.0,454,"080 42094289
+91 7406002229",Indiranagar,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav","Street Food, Gujarati",300
"9th Cross, Byrasandra Road, GM Pallya, Kaggadasapura, Bangalore",FoodIshq,Yes,No,4.0,175,+91 8528490273,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450
"3283, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Corner House Ice Cream,Yes,No,4.7,2172,+91 9880846251,Indiranagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie","Ice Cream, Desserts",400
"Near Murgeshpalya Bus Stop, Old Airport Road, Bangalore",Mojo Pizza - 2X Toppings,Yes,No,4.2,227,022 33252828,Old Airport Road,"Takeaway, Delivery","Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate",Pizza,600
"138, Maruthi Towers, Old Airport Road, Bangalore",Zaitoon,Yes,Yes,4.3,2032,"080 41676777
080 41482777",Old Airport Road,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken","BBQ, Arabian, Chinese, North Indian, Desserts","1,000"
"1671, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Leon Grill,Yes,No,4.2,1344,"+91 7676100700
080 42043332",Jeevan Bhima Nagar,Quick Bites,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger","Burger, Fast Food",500
"12, Ground Floor, Behind Bagmane Tech Park Back Gate, Byrasandra Main Road, CV Raman Nagar, Bangalore",Kunda Biryani,Yes,No,3.8,198,080 49653015,CV Raman Nagar,Casual Dining,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani","Hyderabadi, Biryani, North Indian",800
"1st Floor, Salarpuria Landmark, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,4.0,1137,"080 25212517
080 25212518",Indiranagar,Casual Dining,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Veg Thali, Malpua, Kadhi",North Indian,"1,000"
"40, 9th Main, Seethappa, Thippasandra, Bangalore",Motis Kitchen,Yes,No,4.1,563,+91 9986106775,Thippasandra,Quick Bites,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry","South Indian, Kerala, Biryani",350
"544, First Floor, Near Indiranagar Metro Station, CMH Road, Indiranagar, Bangalore",Meghana Foods,Yes,Yes,4.2,1774,"080 41135050
080 41757070",Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Hyderabadi Biryani, Prawn Biryani, Raita",North Indian,800
"484, Signature Square, CMH Road, Indiranagar, Bangalore",Paradise,Yes,No,4.0,3268,"+91 9513477571
+91 9886225506",Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800
"322/1, 1st Floor, CMH Road, Indiranagar, Bangalore",Maravanthe,Yes,Yes,4.4,711,080 49653410,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean","1,000"
"9th Main, Near Burma Super Market, Malleshpalya Road, Kaggadasapura, Bangalore",VSV Chettinad,Yes,No,3.3,73,"080 42161581
+91 7353996688",Kaggadasapura,Casual Dining,Rolls,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",600
"Shop 2, Sapthagiri Complex, Maruti Nagar extension, Next To TVS Showroom, Kaggadasapura, Bangalore",Hongkong Garden,Yes,No,3.9,310,080 49652110,Kaggadasapura,Casual Dining,"Spring Roll, Chop Suey, Manchow Soup, American Chopsuey","Chinese, Thai, Seafood, Momos",500
"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Dindigul Thalappakatti,Yes,No,4.2,326,"+91 8042297250
+91 8042297350",Indiranagar,Casual Dining,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani","Biryani, Chinese, North Indian, South Indian",800
"Old Kempfort, Old Airport Road, Bangalore",KFC,Yes,No,3.9,332,080 33994444,Old Airport Road,Quick Bites,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl","Burger, Fast Food",400
"181, 3rd Floor, Amar Jyothi Layout, Inner Ring Road, Domlur, Bangalore",Potful,Yes,No,4.1,1135,080 49653186,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650
"10th Main, Near Telephone Exchange, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Beijing Bites,Yes,No,3.2,292,"080 41268088
080 41268188",Jeevan Bhima Nagar,Casual Dining,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns","Chinese, Thai",850
"25, 1st Floor, NR Chambers, Murgeshpalya, Old Airport Road, Bangalore",Hyderabad Biryaani House,Yes,No,3.9,1626,"+91 9686927270
+91 7204826266",Old Airport Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani","Biryani, North Indian, Chinese",700
"40, 4th Cross Road, Vinayak Nagar, Konena Agrahara, Murgesh Pallya, Old Airport Road, Bangalore",Kya Khaoge,Yes,No,3.8,69,+91 8095747021,Old Airport Road,Delivery,"Bhatti Chicken, Chole, Shahi Tukda","North Indian, Chinese",300
"3051, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Andal Mess,Yes,No,3.2,136,+91 9148186353,Indiranagar,Mess,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani","South Indian, North Indian",300
"295/296, 2nd Floor, 100 Feet Road, 1st Stage, Indiranagar, Bangalore",Bathinda Dine,Yes,No,4.1,760,"+91 8048515558
+91 8296600145",Indiranagar,Casual Dining,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Amritsari Kulcha",North Indian,950
"1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka",B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,510,+91 9035955192,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Rolls, Fruit Custard, Gulab Jamun, Maggi, Halwa","North Indian, South Indian, Chinese",500
"4/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",Donne Biriyani Mane,Yes,No,3.8,149,080 49653503,Indiranagar,Quick Bites,"Donne Biryani, Pepper Chicken, Chicken Biryani Combo, Chicken Fry","Biryani, Mughlai",350
"Carlton Towers, Near Diamond District Old Airport Road, Bangalore",Bhookha Sher,Yes,No,3.2,34,+91 7483396948,Old Airport Road,Quick Bites,Coffee,"North Indian, Fast Food",350
"1650, 10th Main, Near BSNL Office, 80 Feet Road, Jeevan Bhima Nagar Main Road, Jeevan Bhima Nagar, Bangalore",Green Pepper,Yes,No,3.9,262,"080 40958587
+91 9538886657",Jeevan Bhima Nagar,Casual Dining,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha","Seafood, South Indian, Chinese, Kerala",600
"Behind Bagmane Tech Park, Krishnappa Garden, Near HP Office Bangalroe, CV Raman Nagar, Bangalore",Punjabi's Food Corner,Yes,No,3.6,89,+91 9845061436,CV Raman Nagar,Quick Bites,Roti,"North Indian, Chinese",250
"52/1, First Floor, Tejasvi Plaza, Mallesh Palya Main Road, Kaggadasapura, Bangalore",Hungree Belly,Yes,Yes,3.9,633,"+91 8095666000
00 9880332504",Kaggadasapura,Casual Dining,"Chaat, Samosa, Gulab Jamun, Pudina Chicken, Butter Chicken, Chole Bhature, Pasta","Continental, North Indian, Chinese, Bengali",800
"476, Ground Floor, Next to BSNL Office, 10th Main, Jeevan Bhima Nagar, Bangalore",Aathurar,Yes,No,3.3,584,"080 41485868
080 41485878",Jeevan Bhima Nagar,Casual Dining,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad","Chettinad, Biryani, South Indian, Seafood",600
"22/A, Nanjareddy Colony, B Cross. Near Salarpuria Apartments, Old Airport Road, Bangalore",Moonlight Kitchens,Yes,No,3.9,128,+91 8722426252,Old Airport Road,Delivery,Chilli Chicken,"North Indian, Chinese",400
"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Delhi Highway,Yes,Yes,4.4,3429,"080 42111151
+91 8884042151",Indiranagar,Casual Dining,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Chaat, Lassi","North Indian, Mughlai","1,500"
"267, Amarjyothi Layout, Near DELL, Domlur, Bangalore",Pot Biryani,Yes,No,3.9,466,"+91 9900025811
+91 9900025812",Domlur,Casual Dining,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton","North Indian, Chinese, Biryani, Seafood",600
"6, Ground Floor, Binnamangala 1st Stage, CMH Road",Asha Sweets Center,Yes,No,4.1,61,+91 9113652552,Indiranagar,Takeaway,"Badam Milk, Kulfi, Rasmalai, Rasgulla, Masala Poori",Street Food,200
"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",Plantain Leaf,Yes,No,3.9,531,080 49653395,Thippasandra,Casual Dining,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan","Andhra, Chinese, North Indian, Biryani",600
"501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Onesta,Yes,Yes,4.3,4709,"080 43712857
+91 9071749304",Indiranagar,"Casual Dining, Cafe","Bbq Pizza, Choux Pastry, Bbq Chicken, Tiramisu, Barbeque Chicken, Chicken Calzone, Pasta","Pizza, Cafe, Italian",600
"25/1, NR Chambers, Old Airport Road, Bangalore",Sri Udupi Park,Yes,No,3.7,448,+91 9980383828,Old Airport Road,Casual Dining,"Masala Dosa, Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Vada","South Indian, North Indian, Chinese, Beverages",300
"Jeevan Bhima Nagar, Main Road, HAL 3rd Stage, Indiranagar, Bangalore",Cheesy Juicy Burgers,Yes,No,3.8,85,080 49652719,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger","Fast Food, Burger, Sandwich, Beverages",300
"25, Shanthi Sadhan, Kaggadasapura Main Road, Near Malleshpalaya New Bus Stand, Kaggadasapura, Bangalore",Namma Madurai,Yes,No,3.0,179,+91 8041755544,Kaggadasapura,Quick Bites,"Appam, Masala Dosa, Tea, Coffee",South Indian,200
"225, Bhagyasri, 1st Main, HAL 2nd Stage, Service Road, Indiranagar, Bangalore",Vietnamese Kitchen,Yes,Yes,4.1,536,"080 41566008
080 41566009",Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Chocolate Shake, Spring Roll, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800
"6, 18th Main Road, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bangalore",Brownie Heaven,Yes,No,4.3,132,"080 43722897
+91 8892768815",Indiranagar,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,300
"1648/3, Ground Floor, HAL 3rd Stage, Opposite Miranda School, Jeevan Bhima Nagar, Bangalore",Rannaghar,Yes,No,3.9,144,+91 8951277661,Jeevan Bhima Nagar,Casual Dining,"Salt Lassi, Kosha Mangsho, Luchi, Sweet Corn Veg Soup","North Indian, Bengali, Chinese",600
"1/A, Ward No 82, NGEF Layout, Binnamangala, CMH Road, Indiranagar, Bangalore",Pizza Hut,Yes,No,3.7,835,"080 39883988
080 25260999",Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750
"Second Floor, Madison Complex, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PurpleBasil.in,Yes,No,4.4,460,+91 7899806600,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500
"39, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",The Biryanis,Yes,No,3.8,427,"080 25202333
+91 9611121212",Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken","Andhra, Biryani, North Indian",500
"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Kokomo,Yes,No,4.0,196,"+91 9148164362
+91 8884144911",Koramangala 6th Block,Delivery,"Thai Chicken, Momos","Thai, Chinese",500
"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,3818,080 49652429,Indiranagar,"Casual Dining, Bar","Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad","Japanese, Sushi, Asian","1,200"
"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Coast,Yes,No,3.2,68,+91 9164200018,Jeevan Bhima Nagar,Casual Dining,Neer Dosa,"Seafood, Mangalorean, North Indian, Biryani",750
"115, 1st Floor, 18th Main Road, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PreRit's Food Factory,Yes,No,3.7,74,"+91 9620909029
+91 9611817196",Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha","North Indian, Chinese",300
"197/A, Double Road, 2nd Stage, Opposite HDFC Bank, Indiranagar, Bangalore",Thai Chy,Yes,Yes,4.3,451,080 45128670,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Momos, Dimsum Platter, Mocktails","Thai, Asian, Indonesian","1,200"
"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Bombay Sandwich Company,Yes,No,3.0,40,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400
"1088, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Nando's,Yes,No,4.3,1235,080 48538989,Indiranagar,Casual Dining,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter","Portuguese, Wraps, Burger, Salad","1,200"
"598, 1st floor, 1st Cross, 1st A Main Road, Domlur Layout, Domlur, Bangalore",Indiana Burgers,Yes,No,3.2,50,+91 8197170008,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300
"4, Subedar Garden, Sri Krishna Temple Road, Indiranagar, Bangalore",Seafood Place,Yes,No,4.1,298,"080 25252494
+91 9847398448",Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800
"2985, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",The Pizza Bakery,Yes,Yes,4.8,1781,080 49652602,Indiranagar,Casual Dining,"Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads","Italian, Pizza, Beverages","1,200"
"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Smoke House Deli,Yes,Yes,4.6,5446,"080 25200898
080 25200899",Indiranagar,Casual Dining,"Cappuccino, Pasta, Cucumber Spritzer, Cocktails, Murgh Platter, Mocktails, Burgers","European, Italian, Desserts, Salad, Juices, Steak","1,600"
"212/A, 1st Main Road, Stage 2, Indiranagar, Bangalore",Biryani Trip,Yes,No,4.0,64,"+91 9945586781
+91 7406768528",Indiranagar,Delivery,"Raita, Chicken Biryani",Biryani,400
